model_id,timing_mode,checkpoint_id,target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement,table,revision_target_id
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.2633709718275088,3.8564125474777735,3.5930415756502647,3.565938234338687,1.0,9.288089957869008e-05,point,
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.0036728220334714,0.6032557998207593,0.5995829777872879,0.5913344351831148,1.0,9.527680132535336e-05,point,
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.0905452843440337,0.3738022973938369,0.2832570130498032,0.3707698162472593,1.0,9.415508091700844e-05,point,
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.2697291320428938,3.8667653871861143,3.5970362551432205,3.565456409224665,1.0,9.314804341348236e-05,point,
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.0051894480334548,0.6029134468447599,0.5977239988113051,0.5913395153803191,1.0,9.539247287019404e-05,point,
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.0912598070060175,0.3737601770502209,0.2825003700442034,0.3707150566726305,1.0,9.419725798411242e-05,point,
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.1130994197187789,3.804827275830293,3.691727856111514,3.609554187519902,1.0,9.349515981594216e-05,point,
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.1094678634433616,0.6706226369107534,0.5611547734673918,0.6316802729495307,1.0,9.353237719142311e-05,point,
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.0278778132845536,0.374125713987859,0.3462479007033054,0.3721184482018661,1.0,9.352230899413464e-05,point,
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,6,smoke_q2_check;exact_pseudo_backtest_max_iter50;exact_pseudo_backtest_mature_1y_max_iter100;exact_pseudo_backtest_mature_3y_max_iter100;exact_pseudo_backtest_mature_latest_max_iter100;exact_pseudo_backtest_max_iter100,2.0;50.0;100.0;100.0;100.0;100.0,0.1205995705010307,3.803585927561054,3.6829863570600234,3.609977367006642,1.0,9.34979784049452e-05,point,
