subsample,model_id,timing_mode,checkpoint_id,target_id,n_forecasts,RMSE,MAE,bias,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,relative_RMSFE,DM_test_vs_ar_normal_approx
full_sample,revision_dfm_kalman_em,exact,pre_advance,A,4,0.7311880512988784,0.5875257526281898,-0.2068828432294051,1.0,0.0,2.0,0.1627708011096233,0.1627934097281441,0.1641444393560789,0.8029204256141266,
full_sample,revision_dfm_kalman_em,exact,pre_second,S,4,0.36402547270494884,0.2798471535086555,-0.05563356067107805,1.0,0.0,2.0,0.16319938744231818,0.16348071292371796,0.1644574871177191,0.4861951627458916,
full_sample,revision_dfm_kalman_em,exact,pre_third,T,4,0.3452228387965145,0.23939792394643467,-0.17603132372749697,1.0,0.0,2.0,0.16366776383996384,0.16352361568248647,0.1649942973821853,0.5897982657697868,
full_sample,revision_dfm_kalman_em,pseudo,pre_advance,A,4,0.7019391593975989,0.554941059813554,-0.22863032690319615,1.0,0.0,2.0,0.1627298683482179,0.1627916417588172,0.1641370778219525,0.770802104352723,
full_sample,revision_dfm_kalman_em,pseudo,pre_second,S,4,0.3621003029844044,0.27765340607313116,-0.055350439338116446,1.0,0.0,2.0,0.1631918269978211,0.16346454390112206,0.164457808451392,0.48362389156907415,
full_sample,revision_dfm_kalman_em,pseudo,pre_third,T,4,0.34723047619149694,0.24555474325092752,-0.1674995607963805,1.0,0.0,2.0,0.16344409104505012,0.16307550387129421,0.1649989248513095,0.5932282272925617,
full_sample,spf,exact,pre_advance,A,4,0.7030634146362618,0.65905,-0.4081999999999999,1.0,1.0,0.0,,,,0.7720366533762234,
full_sample,spf,exact,pre_second,S,4,0.825143552662202,0.797675,-0.376575,1.0,1.0,0.0,,,,1.1020679429224693,
full_sample,spf,exact,pre_third,T,4,0.890795746790475,0.8530750000000001,-0.5121249999999999,1.0,1.0,0.0,,,,1.5218859460274758,
full_sample,spf,pseudo,pre_advance,A,4,0.7030634146362618,0.65905,-0.4081999999999999,1.0,1.0,0.0,,,,0.7720366533762234,
full_sample,spf,pseudo,pre_second,S,4,0.825143552662202,0.797675,-0.376575,1.0,1.0,0.0,,,,1.1020679429224693,
full_sample,spf,pseudo,pre_third,T,4,0.890795746790475,0.8530750000000001,-0.5121249999999999,1.0,1.0,0.0,,,,1.5218859460274758,
full_sample,standard_dfm,exact,pre_advance,A,4,1.3981867643440102,1.245299653090924,-1.245299653090924,0.75,1.0,0.0,,,,1.5353542907613063,
full_sample,standard_dfm,exact,pre_second,S,4,1.3777528566722856,1.3171900814393944,-1.3171900814393944,0.75,1.0,0.0,,,,1.840137090945648,
full_sample,standard_dfm,exact,pre_third,T,4,1.4749265932127957,1.3825185024507278,-1.3825185024507278,0.75,1.0,0.0,,,,2.5198481938426998,
full_sample,standard_dfm,pseudo,pre_advance,A,4,1.4271377495507047,1.2952147206370572,-1.2952147206370572,0.75,1.0,0.0,,,,1.567145479529797,
full_sample,standard_dfm,pseudo,pre_second,S,4,1.4058982368503126,1.343387580657297,-1.343387580657297,0.75,1.0,0.0,,,,1.8777282726685054,
full_sample,standard_dfm,pseudo,pre_third,T,4,1.420977743086982,1.3363158028965856,-1.3363158028965856,0.75,1.0,0.0,,,,2.4276789203513998,
exclude_pandemic,ar,exact,pre_advance,A,4,0.9106606681971224,0.8258206550755424,-0.8258206550755424,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,ar,exact,pre_second,S,4,0.7487229421391953,0.6244279207874363,-0.5926307860153858,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,ar,exact,pre_third,T,4,0.5853235908483728,0.5247346941957839,-0.21586111036786437,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,ar,pseudo,pre_advance,A,4,0.9106606681971224,0.8258206550755424,-0.8258206550755424,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,ar,pseudo,pre_second,S,4,0.7487229421391953,0.6244279207874363,-0.5926307860153858,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,ar,pseudo,pre_third,T,4,0.5853235908483728,0.5247346941957839,-0.21586111036786437,1.0,1.0,0.0,,,,1.0,1.0
exclude_pandemic,bridge,exact,pre_advance,A,4,1.1096919544541888,0.965462609244789,-0.34160146559025323,1.0,1.0,0.0,,,,1.21855702481485,
exclude_pandemic,bridge,exact,pre_second,S,4,0.988330300970696,0.8291592280967255,-0.7117414529556978,1.0,1.0,0.0,,,,1.3200213928892206,
exclude_pandemic,bridge,exact,pre_third,T,4,1.1405510452162835,0.957975451896108,-0.957975451896108,0.75,1.0,0.0,,,,1.9485820545233097,
exclude_pandemic,bridge,pseudo,pre_advance,A,4,1.050147679881337,0.9340462120483787,-0.33074690385475786,1.0,1.0,0.0,,,,1.1531712267318666,
exclude_pandemic,bridge,pseudo,pre_second,S,4,1.0478643591156662,0.8830806881842598,-0.7625230927910064,0.75,1.0,0.0,,,,1.3995355292864224,
exclude_pandemic,bridge,pseudo,pre_third,T,4,1.1059059648947767,0.9195125348736014,-0.9195125348736014,0.75,1.0,0.0,,,,1.8893924355447,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,4,0.6294110957392942,0.446614254013808,-0.1508543676057262,1.0,0.0,2.0,0.12937294267227498,0.1287468304490314,0.1334235433613924,0.691158757284828,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_second,S,4,0.45171898704524915,0.3411732029524125,-0.11009681732349652,1.0,0.0,2.0,0.13201369943864022,0.13169347357037386,0.1335190762294364,0.6033192809006644,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_third,T,4,0.4306023511510392,0.3099747522353565,-0.23968588558028847,1.0,0.0,2.0,0.12869592978999542,0.12805630126755962,0.1320606098435727,0.735665464169863,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,4,0.6176188547034799,0.4269490898681044,-0.1676498780609852,1.0,0.0,2.0,0.1294019964472621,0.12881117084215177,0.1334123434769486,0.6782096518192763,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,4,0.45107315004218546,0.3404129381274489,-0.10943110461086768,1.0,0.0,2.0,0.13202165305736624,0.1317234151076842,0.1334923354849361,0.6024566961357066,
exclude_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,4,0.4314919218386449,0.3133523635175307,-0.23501022332655241,1.0,0.0,2.0,0.1286513660320725,0.12788838878581826,0.1320621529157506,0.7371852571553402,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,4,0.7934737631526113,0.5356494866570158,-0.3336606037186256,1.0,0.0,2.0,0.12370170931390247,0.12307104488439075,0.1263538591526633,0.871316606572554,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,4,0.47402922611876236,0.3394021676938376,-0.06992873903082926,1.0,0.0,2.0,0.12490301801131619,0.1245156374687254,0.1264957926681408,0.6331170042210826,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,4,0.41677374609453044,0.29392319118952326,-0.21182484996840475,1.0,0.0,2.0,0.12378065755650508,0.12390118038606165,0.1248098770564904,0.712039891456374,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,4,0.7786877963760233,0.5071960253966936,-0.35432235204739043,1.0,0.0,2.0,0.12373155850654495,0.12313704225775625,0.126342626590194,0.855080079298503,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,4,0.473446353089104,0.3386109764556219,-0.06926592915978391,1.0,0.0,2.0,0.124911519266278,0.12454628672534265,0.1264698512934165,0.6323385146131737,
exclude_pandemic,joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,4,0.4178723059299952,0.29717744559420856,-0.2071695396256937,1.0,0.0,2.0,0.12373614964175385,0.12373388838076405,0.1248115312178283,0.7139167333480061,
exclude_pandemic,midas_umidas,exact,pre_advance,A,4,1.500582329722024,1.3228217318245568,-0.5784032251703058,0.75,1.0,0.0,,,,1.6477952569235224,
exclude_pandemic,midas_umidas,exact,pre_second,S,4,0.33646248658378447,0.27703061693734865,-0.2429692969430242,1.0,1.0,0.0,,,,0.44938183091127,
exclude_pandemic,midas_umidas,exact,pre_third,T,4,0.5210141537624816,0.37180774704576713,-0.25960159316826453,1.0,1.0,0.0,,,,0.8901301124858464,
exclude_pandemic,midas_umidas,pseudo,pre_advance,A,4,1.412284561576334,1.1452994836749242,-0.471302478314354,0.75,1.0,0.0,,,,1.5508351363986104,
exclude_pandemic,midas_umidas,pseudo,pre_second,S,4,0.32606278846329667,0.2571113407737092,-0.20375884172501585,1.0,1.0,0.0,,,,0.4354919157835533,
exclude_pandemic,midas_umidas,pseudo,pre_third,T,4,0.5209794685061726,0.3730163435467245,-0.2500093463441729,1.0,1.0,0.0,,,,0.8900708542279334,
exclude_pandemic,monthly_mixed_frequency_kalman_em,exact,pre_advance,A,4,0.5371167056766166,0.46056587896446727,-0.46056587896446727,1.0,0.0,2.0,0.07677844969388134,0.07673072082171514,0.0782213891408019,0.5898099307835175,
exclude_pandemic,monthly_mixed_frequency_kalman_em,exact,pre_second,S,4,0.37584710245504477,0.346699019254422,-0.0689464390129792,1.0,0.0,2.0,0.07533657800112822,0.0752671523473028,0.0757726447140424,0.5019842204663884,
exclude_pandemic,monthly_mixed_frequency_kalman_em,exact,pre_third,T,4,0.39764048456927664,0.37854896076110733,-0.2502867430768071,1.0,0.0,2.0,0.07651253835210345,0.0765429492647074,0.0777705819804762,0.679351542952392,
exclude_pandemic,monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,4,0.5413897515997832,0.4708501650590687,-0.4708501650590687,1.0,0.0,2.0,0.0767100507649421,0.07667364043015865,0.0781733730622636,0.5945021790296465,
exclude_pandemic,monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,4,0.37594474375042,0.3478368139258565,-0.07259533639292234,1.0,0.0,2.0,0.07527336067093227,0.07518127158560026,0.075727153664198,0.5021146309158081,
exclude_pandemic,monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,4,0.3986979922351121,0.38153647820652775,-0.23952140585608978,1.0,0.0,2.0,0.07631212180219722,0.0763401244958398,0.077678801597425,0.6811582489905045,
exclude_pandemic,no_revision,exact,pre_advance,A,4,0.9106606012086816,0.8258205789332467,-0.8258205789332467,1.0,1.0,0.0,,,,0.9999999264397342,
exclude_pandemic,no_revision,exact,pre_second,S,4,0.18521783796384184,0.13862499999999994,0.03162499999999998,1.0,1.0,0.0,,,,0.24737833922205088,
exclude_pandemic,no_revision,exact,pre_third,T,4,0.15440160297095354,0.13554999999999992,-0.13554999999999992,1.0,1.0,0.0,,,,0.26378845032909504,
exclude_pandemic,no_revision,pseudo,pre_advance,A,4,0.9106606012086816,0.8258205789332467,-0.8258205789332467,1.0,1.0,0.0,,,,0.9999999264397342,
exclude_pandemic,no_revision,pseudo,pre_second,S,4,0.18521783796384184,0.13862499999999994,0.03162499999999998,1.0,1.0,0.0,,,,0.24737833922205088,
exclude_pandemic,no_revision,pseudo,pre_third,T,4,0.15440160297095354,0.13554999999999992,-0.13554999999999992,1.0,1.0,0.0,,,,0.26378845032909504,
exclude_pandemic,release_dfm,exact,pre_advance,A,4,1.3981867643440102,1.245299653090924,-1.245299653090924,0.75,1.0,0.0,,,,1.5353542907613063,
exclude_pandemic,release_dfm,exact,pre_second,S,4,0.2573890997437922,0.15854299348055398,0.15854299348055398,1.0,1.0,0.0,,,,0.34377081996232045,
exclude_pandemic,release_dfm,exact,pre_third,T,4,0.1556010599154126,0.12226366179645248,-0.09375028219097613,1.0,1.0,0.0,,,,0.2658376705607972,
exclude_pandemic,release_dfm,pseudo,pre_advance,A,4,1.4271377495507047,1.2952147206370572,-1.2952147206370572,0.75,1.0,0.0,,,,1.567145479529797,
exclude_pandemic,release_dfm,pseudo,pre_second,S,4,0.2578185374818444,0.15889255414062536,0.15889255414062536,1.0,1.0,0.0,,,,0.3443443802392705,
exclude_pandemic,release_dfm,pseudo,pre_third,T,4,0.1552059559847032,0.12202545091130419,-0.09352454626662708,1.0,1.0,0.0,,,,0.2651626526102363,
exclude_pandemic,revision_dfm_kalman_em,exact,pre_advance,A,4,0.7311880512988784,0.5875257526281898,-0.2068828432294051,1.0,0.0,2.0,0.1627708011096233,0.1627934097281441,0.1641444393560789,0.8029204256141266,
exclude_pandemic,revision_dfm_kalman_em,exact,pre_second,S,4,0.36402547270494884,0.2798471535086555,-0.05563356067107805,1.0,0.0,2.0,0.16319938744231818,0.16348071292371796,0.1644574871177191,0.4861951627458916,
exclude_pandemic,revision_dfm_kalman_em,exact,pre_third,T,4,0.3452228387965145,0.23939792394643467,-0.17603132372749697,1.0,0.0,2.0,0.16366776383996384,0.16352361568248647,0.1649942973821853,0.5897982657697868,
exclude_pandemic,revision_dfm_kalman_em,pseudo,pre_advance,A,4,0.7019391593975989,0.554941059813554,-0.22863032690319615,1.0,0.0,2.0,0.1627298683482179,0.1627916417588172,0.1641370778219525,0.770802104352723,
exclude_pandemic,revision_dfm_kalman_em,pseudo,pre_second,S,4,0.3621003029844044,0.27765340607313116,-0.055350439338116446,1.0,0.0,2.0,0.1631918269978211,0.16346454390112206,0.164457808451392,0.48362389156907415,
exclude_pandemic,revision_dfm_kalman_em,pseudo,pre_third,T,4,0.34723047619149694,0.24555474325092752,-0.1674995607963805,1.0,0.0,2.0,0.16344409104505012,0.16307550387129421,0.1649989248513095,0.5932282272925617,
exclude_pandemic,spf,exact,pre_advance,A,4,0.7030634146362618,0.65905,-0.4081999999999999,1.0,1.0,0.0,,,,0.7720366533762234,
exclude_pandemic,spf,exact,pre_second,S,4,0.825143552662202,0.797675,-0.376575,1.0,1.0,0.0,,,,1.1020679429224693,
exclude_pandemic,spf,exact,pre_third,T,4,0.890795746790475,0.8530750000000001,-0.5121249999999999,1.0,1.0,0.0,,,,1.5218859460274758,
exclude_pandemic,spf,pseudo,pre_advance,A,4,0.7030634146362618,0.65905,-0.4081999999999999,1.0,1.0,0.0,,,,0.7720366533762234,
exclude_pandemic,spf,pseudo,pre_second,S,4,0.825143552662202,0.797675,-0.376575,1.0,1.0,0.0,,,,1.1020679429224693,
exclude_pandemic,spf,pseudo,pre_third,T,4,0.890795746790475,0.8530750000000001,-0.5121249999999999,1.0,1.0,0.0,,,,1.5218859460274758,
exclude_pandemic,standard_dfm,exact,pre_advance,A,4,1.3981867643440102,1.245299653090924,-1.245299653090924,0.75,1.0,0.0,,,,1.5353542907613063,
exclude_pandemic,standard_dfm,exact,pre_second,S,4,1.3777528566722856,1.3171900814393944,-1.3171900814393944,0.75,1.0,0.0,,,,1.840137090945648,
exclude_pandemic,standard_dfm,exact,pre_third,T,4,1.4749265932127957,1.3825185024507278,-1.3825185024507278,0.75,1.0,0.0,,,,2.5198481938426998,
exclude_pandemic,standard_dfm,pseudo,pre_advance,A,4,1.4271377495507047,1.2952147206370572,-1.2952147206370572,0.75,1.0,0.0,,,,1.567145479529797,
exclude_pandemic,standard_dfm,pseudo,pre_second,S,4,1.4058982368503126,1.343387580657297,-1.343387580657297,0.75,1.0,0.0,,,,1.8777282726685054,
exclude_pandemic,standard_dfm,pseudo,pre_third,T,4,1.420977743086982,1.3363158028965856,-1.3363158028965856,0.75,1.0,0.0,,,,2.4276789203513998,
post_pandemic,ar,exact,pre_advance,A,4,0.9106606681971224,0.8258206550755424,-0.8258206550755424,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,ar,exact,pre_second,S,4,0.7487229421391953,0.6244279207874363,-0.5926307860153858,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,ar,exact,pre_third,T,4,0.5853235908483728,0.5247346941957839,-0.21586111036786437,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,ar,pseudo,pre_advance,A,4,0.9106606681971224,0.8258206550755424,-0.8258206550755424,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,ar,pseudo,pre_second,S,4,0.7487229421391953,0.6244279207874363,-0.5926307860153858,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,ar,pseudo,pre_third,T,4,0.5853235908483728,0.5247346941957839,-0.21586111036786437,1.0,1.0,0.0,,,,1.0,1.0
post_pandemic,bridge,exact,pre_advance,A,4,1.1096919544541888,0.965462609244789,-0.34160146559025323,1.0,1.0,0.0,,,,1.21855702481485,
post_pandemic,bridge,exact,pre_second,S,4,0.988330300970696,0.8291592280967255,-0.7117414529556978,1.0,1.0,0.0,,,,1.3200213928892206,
post_pandemic,bridge,exact,pre_third,T,4,1.1405510452162835,0.957975451896108,-0.957975451896108,0.75,1.0,0.0,,,,1.9485820545233097,
post_pandemic,bridge,pseudo,pre_advance,A,4,1.050147679881337,0.9340462120483787,-0.33074690385475786,1.0,1.0,0.0,,,,1.1531712267318666,
post_pandemic,bridge,pseudo,pre_second,S,4,1.0478643591156662,0.8830806881842598,-0.7625230927910064,0.75,1.0,0.0,,,,1.3995355292864224,
post_pandemic,bridge,pseudo,pre_third,T,4,1.1059059648947767,0.9195125348736014,-0.9195125348736014,0.75,1.0,0.0,,,,1.8893924355447,
post_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,4,0.6294110957392942,0.446614254013808,-0.1508543676057262,1.0,0.0,2.0,0.12937294267227498,0.1287468304490314,0.1334235433613924,0.691158757284828,
post_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_second,S,4,0.45171898704524915,0.3411732029524125,-0.11009681732349652,1.0,0.0,2.0,0.13201369943864022,0.13169347357037386,0.1335190762294364,0.6033192809006644,
post_pandemic,indicator_revision_only_dfm_kalman_em,exact,pre_third,T,4,0.4306023511510392,0.3099747522353565,-0.23968588558028847,1.0,0.0,2.0,0.12869592978999542,0.12805630126755962,0.1320606098435727,0.735665464169863,
post_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,4,0.6176188547034799,0.4269490898681044,-0.1676498780609852,1.0,0.0,2.0,0.1294019964472621,0.12881117084215177,0.1334123434769486,0.6782096518192763,
post_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,4,0.45107315004218546,0.3404129381274489,-0.10943110461086768,1.0,0.0,2.0,0.13202165305736624,0.1317234151076842,0.1334923354849361,0.6024566961357066,
post_pandemic,indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,4,0.4314919218386449,0.3133523635175307,-0.23501022332655241,1.0,0.0,2.0,0.1286513660320725,0.12788838878581826,0.1320621529157506,0.7371852571553402,
post_pandemic,joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,4,0.7934737631526113,0.5356494866570158,-0.3336606037186256,1.0,0.0,2.0,0.12370170931390247,0.12307104488439075,0.1263538591526633,0.871316606572554,
