model_id,timing_mode,checkpoint_id,outcome_id,revision_size_bin,n_obs,RMSE,MAE,bias
ar,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.06075385945226835,0.0455435040040006,0.040209708795060396
ar,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.0579146657474063,0.0579146657474063,-0.0579146657474063
ar,exact,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.4330108878195828,0.4330108878195828,0.4330108878195828
ar,exact,pre_second,DELTA_TS,abs_le_0p1,1,0.0406934106925951,0.0406934106925951,0.0406934106925951
ar,exact,pre_second,DELTA_TS,abs_0p1_0p2,2,0.06263864989410006,0.054908220649362946,-0.054908220649362946
ar,exact,pre_second,DELTA_TS,abs_0p2_0p5,1,0.1709304861988143,0.1709304861988143,-0.1709304861988143
ar,exact,pre_third,DELTA_MT,abs_0p2_0p5,1,0.0038681107299449,0.0038681107299449,0.0038681107299449
ar,exact,pre_third,DELTA_MT,abs_gt_0p5,3,0.7269947416637175,0.6513685000089614,0.5182969649415382
ar,pseudo,pre_advance,DELTA_SA,abs_le_0p1,2,0.06075385945226835,0.0455435040040006,0.040209708795060396
ar,pseudo,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.0579146657474063,0.0579146657474063,-0.0579146657474063
ar,pseudo,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.4330108878195828,0.4330108878195828,0.4330108878195828
ar,pseudo,pre_second,DELTA_TS,abs_le_0p1,1,0.0406934106925951,0.0406934106925951,0.0406934106925951
ar,pseudo,pre_second,DELTA_TS,abs_0p1_0p2,2,0.06263864989410006,0.054908220649362946,-0.054908220649362946
ar,pseudo,pre_second,DELTA_TS,abs_0p2_0p5,1,0.1709304861988143,0.1709304861988143,-0.1709304861988143
ar,pseudo,pre_third,DELTA_MT,abs_0p2_0p5,1,0.0038681107299449,0.0038681107299449,0.0038681107299449
ar,pseudo,pre_third,DELTA_MT,abs_gt_0p5,3,0.7269947416637175,0.6513685000089614,0.5182969649415382
bridge,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.052186172674678,0.04287284438967015,0.02975425738227115
bridge,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.210365438301634,0.210365438301634,-0.210365438301634
bridge,exact,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.3231353737881475,0.3231353737881475,0.3231353737881475
bridge,exact,pre_second,DELTA_TS,abs_le_0p1,1,0.2389044816323631,0.2389044816323631,-0.2389044816323631
bridge,exact,pre_second,DELTA_TS,abs_0p1_0p2,2,0.16292560740852352,0.12821768550915866,-0.10052352297900635
bridge,exact,pre_second,DELTA_TS,abs_0p2_0p5,1,0.2372424100295331,0.2372424100295331,-0.2372424100295331
bridge,exact,pre_third,DELTA_MT,abs_0p2_0p5,1,0.0333297481955838,0.0333297481955838,0.0333297481955838
bridge,exact,pre_third,DELTA_MT,abs_gt_0p5,3,0.6408885956878382,0.6273980102147463,0.3323136912824721
bridge,pseudo,pre_advance,DELTA_SA,abs_le_0p1,2,0.05188337291264688,0.04394796744267475,0.027576449054408352
bridge,pseudo,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.240063850803966,0.240063850803966,-0.240063850803966
bridge,pseudo,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.3204087436663645,0.3204087436663645,0.3204087436663645
bridge,pseudo,pre_second,DELTA_TS,abs_le_0p1,1,0.2379796203225934,0.2379796203225934,-0.2379796203225934
bridge,pseudo,pre_second,DELTA_TS,abs_0p1_0p2,2,0.17131788300324455,0.13182726801856165,-0.10941384027386894
bridge,pseudo,pre_second,DELTA_TS,abs_0p2_0p5,1,0.2483265834106087,0.2483265834106087,-0.2483265834106087
bridge,pseudo,pre_third,DELTA_MT,abs_0p2_0p5,1,0.0348148442542637,0.0348148442542637,0.0348148442542637
bridge,pseudo,pre_third,DELTA_MT,abs_gt_0p5,3,0.6459243370814213,0.6324520104301475,0.3343953011405852
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.0666882673339172,0.05135,-0.05135
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.1112999999999999,0.1112999999999999,-0.1112999999999999
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.3404999999999998,0.3404999999999998,0.3404999999999998
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,abs_le_0p1,1,0.0381,0.0381,-0.0381
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,abs_0p1_0p2,2,0.13526908368137924,0.13234999999999994,-0.13234999999999994
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,abs_0p2_0p5,1,0.2393999999999998,0.2393999999999998,-0.2393999999999998
